origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
90802,92266,2025-04-23,DK Express,import,33.745762,-118.208042,33.345027,-114.915942,191.45,895.17,4.68
90802,93420,2025-03-25,Total Distribution Service,import,33.745762,-118.208042,35.176011,-120.476757,162.57,772.78,4.75
90802,91765,2024-10-15,On Time Truckers,import,33.745762,-118.208042,33.98627,-117.821282,27.7,374.11,13.5
90802,91210,2024-09-26,Pac Anchor Transportation,import,33.745762,-118.208042,34.144557,-118.256507,27.67,370.18,13.38
90802,93207,2024-10-17,J.B. Hunt Transport,import,33.745762,-118.208042,35.895294,-118.595627,150.03,695.06,4.63
90802,91202,2024-09-07,Dependable Highway Express,import,33.745762,-118.208042,34.168366,-118.267771,29.38,373.14,12.7
90802,93441,2024-12-14,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,34.718381,-120.154184,129.81,645.89,4.98
90802,93453,2024-11-04,XPO Logistics,import,33.745762,-118.208042,35.303925,-120.256566,158.59,715.87,4.51
90802,93440,2024-11-22,United Logistic Services Group,import,33.745762,-118.208042,34.712216,-120.230146,133.33,631.38,4.74
91945,90802,2024-08-18,Freight Horse Express,export,32.733168,-117.034176,33.745762,-118.208042,97.38,539.01,5.54
90802,93424,2025-03-13,All Harbor Transport LLC,import,33.745762,-118.208042,35.185911,-120.731793,174.71,835.39,4.78
90802,93256,2025-07-22,Avila Trucking LLC,import,33.745762,-118.208042,35.960636,-119.312992,165.24,822.06,4.97
90802,93218,2025-07-30,Cardona Trucking,import,33.745762,-118.208042,35.857141,-119.04493,153.31,790.26,5.15
90802,90090,2024-08-19,Schneider National,import,33.745762,-118.208042,34.072862,-118.240989,22.66,354.74,15.65
90802,93535,2025-06-30,Ecology Auto Parts,import,33.745762,-118.208042,34.713656,-117.86466,69.64,481.55,6.91
90802,93060,2025-05-29,Schneider National,import,33.745762,-118.208042,34.402343,-119.094824,68.02,469.94,6.91
90802,91104,2025-01-15,Gill Roadway Inc,import,33.745762,-118.208042,34.165356,-118.123751,29.37,381.35,12.98
90802,90026,2025-02-28,BNDZ Transportation LLC,import,33.745762,-118.208042,34.080017,-118.262643,23.29,371.4,15.95
90802,90602,2024-12-11,C.H. Robinson,import,33.745762,-118.208042,33.972782,-118.022066,18.96,341.98,18.04
90802,93012,2025-01-17,On Time Truckers,import,33.745762,-118.208042,34.196026,-118.992531,54.63,435.14,7.97
90802,92590,2024-11-23,Amazon Trucking,import,33.745762,-118.208042,33.48294,-117.226084,59.31,428.12,7.22
90802,93401,2025-03-03,MTK Transportation,import,33.745762,-118.208042,35.23575,-120.615973,171.34,778.92,4.55
92661,90802,2025-02-10,C.H. Robinson,export,33.601984,-117.913001,33.745762,-118.208042,19.65,348.86,17.76
90802,90291,2025-04-13,Hub Group,import,33.745762,-118.208042,33.993396,-118.465193,22.58,364.76,16.16
90802,93437,2024-12-22,XPO Logistics,import,33.745762,-118.208042,34.737964,-120.543739,149.88,689.17,4.6
90802,91746,2024-12-10,Can Trail Transportation LLC,import,33.745762,-118.208042,34.044416,-117.985366,24.25,370.92,15.3
93561,90802,2024-12-13,All Ports Logistics,export,35.118772,-118.493811,33.745762,-118.208042,96.19,545.28,5.67
90403,90802,2025-04-17,C.H. Robinson,export,34.030755,-118.492101,33.745762,-118.208042,25.54,373.27,14.62
92883,90802,2025-01-12,Ecology Auto Parts,export,33.748086,-117.468037,33.745762,-118.208042,42.48,407.82,9.6
90802,92029,2025-07-16,Precision Worldwide Logistics,import,33.745762,-118.208042,33.0824,-117.127641,77.3,505.75,6.54
90802,93249,2024-09-30,C.H. Robinson,import,33.745762,-118.208042,35.621697,-119.887747,160.84,733.99,4.56
93063,90802,2024-08-22,Chicas & Co Logistics,export,34.308048,-118.686969,33.745762,-118.208042,47.52,429.16,9.03
90802,92260,2024-10-23,Cargo Legion,import,33.745762,-118.208042,33.708254,-116.403534,103.65,580.21,5.6
90802,93001,2024-11-09,All Modal Transportation,import,33.745762,-118.208042,34.006003,-119.392668,70.24,472.54,6.73
90802,93243,2024-09-15,Cal U Transport,import,33.745762,-118.208042,34.7727,-118.791975,78.34,501.31,6.4
93561,90802,2024-09-18,Alliance Specialized,export,35.118772,-118.493811,33.745762,-118.208042,96.19,544.83,5.66
90802,92210,2025-02-25,Airborne Freight Lines,import,33.745762,-118.208042,33.692224,-116.34124,107.27,588.36,5.48
90802,93060,2024-10-27,Pac Anchor Transportation,import,33.745762,-118.208042,34.402343,-119.094824,68.02,455.87,6.7
90802,92807,2024-10-01,Dependable Highway Express,import,33.745762,-118.208042,33.848733,-117.788357,25.11,363.13,14.46
90802,93433,2025-03-16,Campos Trucking,import,33.745762,-118.208042,35.120888,-120.619664,166.95,818.83,4.9
90802,92260,2025-05-19,Hub Group,import,33.745762,-118.208042,33.708254,-116.403534,103.65,570.1,5.5
92236,90802,2025-08-05,XPO Logistics,export,33.686143,-116.172917,33.745762,-118.208042,116.95,615.77,5.27
90802,92130,2025-07-03,360 Global Transportation,import,33.745762,-118.208042,32.945764,-117.214919,79.57,523.23,6.58
90802,93277,2025-01-27,Dependable Highway Express,import,33.745762,-118.208042,36.301334,-119.372586,188.33,835.54,4.44
90802,92274,2025-06-03,C.H. Robinson,import,33.745762,-118.208042,33.460457,-116.084545,123.69,638.61,5.16
90802,91321,2024-12-08,Total Distribution Service,import,33.745762,-118.208042,34.368158,-118.48913,45.88,411.54,8.97
90802,90071,2025-07-21,United Logistic Services Group,import,33.745762,-118.208042,34.052876,-118.254943,21.37,362.9,16.98
90802,92408,2025-01-08,QX Logistix LLC,import,33.745762,-118.208042,34.083458,-117.270016,58.59,443.84,7.58
90802,90301,2024-08-21,United Logistic Services Group,import,33.745762,-118.208042,33.956526,-118.358654,16.92,332.85,19.67
90802,90278,2025-02-27,XPO Logistics,import,33.745762,-118.208042,33.873215,-118.370361,12.81,315.13,24.6
90802,91016,2025-01-21,MTK Transportation,import,33.745762,-118.208042,34.1528,-118.000482,30.51,379.96,12.45
90802,93314,2024-11-17,Pac Anchor Transportation,import,33.745762,-118.208042,35.393866,-119.244846,128.15,620.15,4.84
90802,90291,2025-02-26,JT Freight Trucking,import,33.745762,-118.208042,33.993396,-118.465193,22.58,361.93,16.03
90802,92868,2025-02-17,Freight Horse Express,import,33.745762,-118.208042,33.788092,-117.876297,19.26,348.87,18.11
90802,90008,2025-05-04,Schneider National,import,33.745762,-118.208042,34.009552,-118.346724,19.87,353.43,17.78
90802,92234,2025-01-04,XPO Logistics,import,33.745762,-118.208042,33.818256,-116.466743,100.05,544.84,5.45
90802,93109,2024-12-18,Ecology Auto Parts,import,33.745762,-118.208042,34.406408,-119.726927,98.11,538.33,5.49
90802,91371,2024-09-22,Year-Round Enterprises,import,33.745762,-118.208042,34.184518,-118.57644,36.92,393.9,10.67
90802,93551,2024-12-13,J.B. Hunt Transport,import,33.745762,-118.208042,34.604105,-118.239213,59.29,432.58,7.3
90802,93446,2024-11-18,C.H. Robinson,import,33.745762,-118.208042,35.663145,-120.749697,195.79,835.81,4.27
90802,91978,2024-09-25,J.B. Hunt Transport,import,33.745762,-118.208042,32.724154,-116.940093,101.67,543.46,5.35
90802,90290,2024-11-15,MTK Transportation,import,33.745762,-118.208042,34.107752,-118.616218,34.23,383.08,11.19
92239,90802,2024-09-05,Avila Trucking LLC,export,33.762149,-115.4661,33.745762,-118.208042,157.4,757.2,4.81
93311,90802,2025-03-29,XPO Logistics,export,35.192404,-119.175866,33.745762,-118.208042,114.07,600.09,5.26
90802,92140,2024-11-19,Basuta Brothers,import,33.745762,-118.208042,32.739496,-117.197401,90.74,530.97,5.85
90802,92325,2025-05-26,Lectro Trucking,import,33.745762,-118.208042,34.243482,-117.281304,63.21,471.24,7.46
93436,90802,2024-09-26,Pac Anchor Transportation,export,34.595669,-120.352667,33.745762,-118.208042,135.84,656.26,4.83
90802,92024,2025-03-17,Access One Transport,import,33.745762,-118.208042,33.056022,-117.2599,72.49,491.86,6.79
90802,93306,2025-03-03,Dependable Highway Express,import,33.745762,-118.208042,35.468193,-118.779751,123.28,617.48,5.01
90802,92544,2025-03-01,United Logistic Services Group,import,33.745762,-118.208042,33.648169,-116.895303,75.71,483.11,6.38
90802,93012,2025-03-18,Dependable Highway Express,import,33.745762,-118.208042,34.196026,-118.992531,54.63,434.83,7.96
90802,90007,2024-10-19,J.B. Hunt Transport,import,33.745762,-118.208042,34.028127,-118.28483,19.99,343.47,17.19
90802,90026,2025-05-29,Hight Logistics,import,33.745762,-118.208042,34.080017,-118.262643,23.29,370.63,15.91
90802,93453,2024-08-19,BNDZ Transportation LLC,import,33.745762,-118.208042,35.303925,-120.256566,158.59,757.98,4.78
92253,90802,2025-02-11,Year-Round Enterprises,export,33.646083,-116.275297,33.745762,-118.208042,111.24,590.17,5.31
90802,93268,2024-12-19,DK Express,import,33.745762,-118.208042,35.162402,-119.42517,119.87,614.15,5.12
90802,92282,2024-11-08,Precision Worldwide Logistics,import,33.745762,-118.208042,33.983423,-116.690751,88.52,508.21,5.74
90802,90008,2025-07-21,XPO Logistics,import,33.745762,-118.208042,34.009552,-118.346724,19.87,354.66,17.85
90802,92395,2025-08-11,Amazon Trucking,import,33.745762,-118.208042,34.501472,-117.292048,73.92,485.11,6.56
90802,91320,2024-12-05,Pac Anchor Transportation,import,33.745762,-118.208042,34.175967,-118.945093,51.61,421.3,8.16
92027,90802,2024-09-02,All Ports Logistics,export,33.131156,-116.976997,33.745762,-118.208042,82.65,505.78,6.12
93434,90802,2024-09-20,Avila Trucking LLC,export,34.906979,-120.582698,33.745762,-118.208042,157.35,749.01,4.76
93230,90802,2025-04-30,C.H. Robinson,export,36.29223,-119.622676,33.745762,-118.208042,193.16,870.2,4.51
90802,90008,2025-01-10,XPO Logistics,import,33.745762,-118.208042,34.009552,-118.346724,19.87,346.7,17.45
90039,90802,2025-03-04,DK Express,export,34.111885,-118.261033,33.745762,-118.208042,25.46,375.59,14.75
90802,93453,2025-05-04,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,35.303925,-120.256566,158.59,784.23,4.94
90802,92602,2024-12-10,J.B. Hunt Transport,import,33.745762,-118.208042,33.755632,-117.75152,26.22,362.75,13.84
90802,90602,2025-06-27,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,33.972782,-118.022066,18.96,358.34,18.9
90802,93422,2024-08-31,Hub Group,import,33.745762,-118.208042,35.465349,-120.689439,184.33,802.87,4.36
90802,91945,2024-10-20,JT Freight Trucking,import,33.745762,-118.208042,32.733168,-117.034176,97.38,541.44,5.56
90802,93249,2024-09-17,All Ports Logistics,import,33.745762,-118.208042,35.621697,-119.887747,160.84,755.74,4.7
93208,90802,2025-07-30,XPO Logistics,export,36.056587,-118.568462,33.745762,-118.208042,160.85,766.12,4.76
92378,90802,2025-02-25,C.H. Robinson,export,34.226083,-117.225931,33.745762,-118.208042,65.28,452.44,6.93
90802,93304,2024-09-24,Lectro Trucking,import,33.745762,-118.208042,35.339702,-119.023452,119.42,617.17,5.17
90802,93444,2025-06-10,JT Freight Trucking,import,33.745762,-118.208042,35.037198,-120.504593,158.33,778.64,4.92
91104,90802,2024-11-21,C.H. Robinson,export,34.165356,-118.123751,33.745762,-118.208042,29.37,371.31,12.64
90802,93441,2025-05-31,Total Distribution Service,import,33.745762,-118.208042,34.718381,-120.154184,129.81,661.88,5.1
90802,91103,2025-01-24,J.B. Hunt Transport,import,33.745762,-118.208042,34.169538,-118.164941,29.36,376.09,12.81
90802,92868,2024-10-18,XPO Logistics,import,33.745762,-118.208042,33.788092,-117.876297,19.26,342.56,17.78
90802,90301,2024-09-27,Hub Group,import,33.745762,-118.208042,33.956526,-118.358654,16.92,331.35,19.58
93254,90802,2025-05-24,Hight Logistics,export,34.966867,-119.810433,33.745762,-118.208042,124.3,653.5,5.26
90802,92344,2025-03-07,National Road Logistics,import,33.745762,-118.208042,34.391145,-117.405723,63.96,464.08,7.26
90802,92602,2024-11-06,Freight Horse Express,import,33.745762,-118.208042,33.755632,-117.75152,26.22,369.12,14.08
90802,90073,2025-01-14,JYC Trucking LLC,import,33.745762,-118.208042,34.054534,-118.457025,25.65,370.49,14.44
90802,92879,2025-06-06,XPO Logistics,import,33.745762,-118.208042,33.882614,-117.528205,40.13,411.67,10.26
92126,90802,2025-07-20,XPO Logistics,export,32.908485,-117.141402,33.745762,-118.208042,84.43,519.83,6.16
90802,91107,2025-04-22,J.B. Hunt Transport,import,33.745762,-118.208042,34.155533,-118.086178,29.14,381.72,13.1
93306,90802,2025-06-05,C.H. Robinson,export,35.468193,-118.779751,33.745762,-118.208042,123.28,632.74,5.13
91010,90802,2025-08-13,DK Express,export,34.141586,-117.957627,33.745762,-118.208042,30.87,396.02,12.83
90802,93201,2025-05-05,JT Freight Trucking,import,33.745762,-118.208042,35.856859,-119.507526,163.32,793.53,4.86
90802,92278,2025-03-30,Precision Worldwide Logistics,import,33.745762,-118.208042,34.229975,-116.055065,127.71,650.06,5.09
90802,90211,2025-07-23,Schneider National,import,33.745762,-118.208042,34.064958,-118.382979,24.21,371.42,15.34
90802,91356,2025-07-25,Schneider National,import,33.745762,-118.208042,34.155097,-118.547553,34.31,395.61,11.53
90802,93460,2025-03-23,J.B. Hunt Transport,import,33.745762,-118.208042,34.653533,-120.007153,120.35,611.96,5.09
90802,90044,2025-07-23,Year-Round Enterprises,import,33.745762,-118.208042,33.952725,-118.291904,15.08,337.31,22.37
93615,90802,2025-07-07,C.H. Robinson,export,36.503322,-119.286328,33.745762,-118.208042,199.89,912.97,4.57
90802,92883,2025-04-25,Alliance Specialized,import,33.745762,-118.208042,33.748086,-117.468037,42.48,426.35,10.04
90802,92065,2025-05-22,Hight Logistics,import,33.745762,-118.208042,33.053006,-116.850651,91.7,547.43,5.97
91606,90802,2025-06-22,Total Distribution Service,export,34.185767,-118.388323,33.745762,-118.208042,32.09,396.55,12.36
90026,90802,2024-12-10,Pac Anchor Transportation,export,34.080017,-118.262643,33.745762,-118.208042,23.29,356.04,15.29
90802,92252,2025-06-25,Dependable Highway Express,import,33.745762,-118.208042,34.168333,-116.288429,113.74,607.94,5.35
90802,91607,2025-07-13,Dependable Highway Express,import,33.745762,-118.208042,34.165783,-118.399795,31.01,393.99,12.71
90802,93105,2025-05-19,Ecology Auto Parts,import,33.745762,-118.208042,34.533222,-119.791731,105.58,585.46,5.55
90802,92140,2025-07-04,Airborne Freight Lines,import,33.745762,-118.208042,32.739496,-117.197401,90.74,558.47,6.15
90802,90029,2025-04-08,United Logistic Services Group,import,33.745762,-118.208042,34.089848,-118.294661,24.27,370.84,15.28
90802,92210,2024-11-23,Year-Round Enterprises,import,33.745762,-118.208042,33.692224,-116.34124,107.27,562.56,5.24
90802,93424,2024-12-11,Schneider National,import,33.745762,-118.208042,35.185911,-120.731793,174.71,773.31,4.43
90802,93206,2024-11-16,Hub Group,import,33.745762,-118.208042,35.437302,-119.477735,137.29,639.53,4.66
90802,92254,2025-03-28,Golden King Transport,import,33.745762,-118.208042,33.543835,-115.993906,128.03,665.07,5.19
90802,90073,2025-04-19,Dependable Highway Express,import,33.745762,-118.208042,34.054534,-118.457025,25.65,374.83,14.61
90802,92324,2024-10-17,J.B. Hunt Transport,import,33.745762,-118.208042,34.025685,-117.288812,56.12,428.02,7.63
92104,90802,2024-12-27,J.B. Hunt Transport,export,32.741501,-117.127948,33.745762,-118.208042,93.26,521.58,5.59
91764,90802,2025-03-04,Cardona Trucking,export,34.074087,-117.605618,33.745762,-118.208042,41.3,419.31,10.15
92602,90802,2024-11-15,XPO Logistics,export,33.755632,-117.75152,33.745762,-118.208042,26.22,362.4,13.82
90802,91377,2024-10-31,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,34.184974,-118.766912,44.09,409.68,9.29
90802,90044,2024-12-13,Schneider National,import,33.745762,-118.208042,33.952725,-118.291904,15.08,323.71,21.47
90802,93280,2025-01-27,On Time Truckers,import,33.745762,-118.208042,35.652242,-119.4464,149.22,703.1,4.71
90802,92672,2025-07-23,Hub Group,import,33.745762,-118.208042,33.42411,-117.606775,41.1,410.16,9.98
90802,91948,2025-04-09,Cal U Transport,import,33.745762,-118.208042,32.866646,-116.448325,118.3,656.12,5.55
90802,90002,2025-04-29,Schneider National,import,33.745762,-118.208042,33.949099,-118.246737,14.21,328.24,23.09
93437,90802,2025-01-13,J.B. Hunt Transport,export,34.737964,-120.543739,33.745762,-118.208042,149.88,704.9,4.7
90802,92082,2025-01-06,Hub Group,import,33.745762,-118.208042,33.253513,-117.003382,77.24,477.51,6.18
91759,90802,2024-11-04,Dependable Highway Express,export,34.263636,-117.69947,33.745762,-118.208042,46.11,409.41,8.88
90802,92584,2025-05-26,C.H. Robinson,import,33.745762,-118.208042,33.652675,-117.173568,59.77,449.67,7.52
90802,91001,2025-07-14,Hub Group,import,33.745762,-118.208042,34.194489,-118.138263,31.24,392.69,12.57
90802,92059,2025-01-18,Hub Group,import,33.745762,-118.208042,33.376473,-117.066137,70.47,461.38,6.55
90802,91980,2024-09-15,Dependable Highway Express,import,33.745762,-118.208042,32.588866,-116.619171,121.71,603.79,4.96
90802,91306,2025-07-25,MTZ Trucking LLC,import,33.745762,-118.208042,34.209532,-118.577563,38.38,418.63,10.91
90802,91214,2025-07-02,7 Star Logistics,import,33.745762,-118.208042,34.236302,-118.249185,33.95,406.24,11.97
90802,92629,2024-10-12,XPO Logistics,import,33.745762,-118.208042,33.47512,-117.705675,34.4,384.89,11.19
90802,92117,2025-02-03,Gill Roadway Inc,import,33.745762,-118.208042,32.824569,-117.199521,86.22,513.73,5.96
90802,92028,2024-10-15,All Seasons Trucking LLC,import,33.745762,-118.208042,33.390477,-117.209427,62.47,458.44,7.34
90802,92545,2024-11-23,Ecology Auto Parts,import,33.745762,-118.208042,33.729684,-117.034192,67.41,449.26,6.66
90802,92307,2024-10-30,Hub Group,import,33.745762,-118.208042,34.571218,-117.133073,83.79,487.61,5.82
90802,90002,2025-01-06,Precision Worldwide Logistics,import,33.745762,-118.208042,33.949099,-118.246737,14.21,324.79,22.85
90802,90071,2024-11-06,United Logistic Services Group,import,33.745762,-118.208042,34.052876,-118.254943,21.37,352.38,16.49
90802,91607,2025-04-08,Dependable Highway Express,import,33.745762,-118.208042,34.165783,-118.399795,31.01,389.53,12.56
90291,90802,2025-03-28,Freight Horse Express,export,33.993396,-118.465193,33.745762,-118.208042,22.58,364.71,16.16
90802,92134,2025-06-06,MTK Transportation,import,33.745762,-118.208042,32.72418,-117.146658,93.45,541.93,5.8
90802,92140,2025-04-09,QX Logistix LLC,import,33.745762,-118.208042,32.739496,-117.197401,90.74,543.46,5.99
90802,93224,2025-08-01,Precision Worldwide Logistics,import,33.745762,-118.208042,35.228141,-119.569251,128.36,661.08,5.15
90802,92236,2025-02-23,United Logistic Services Group,import,33.745762,-118.208042,33.686143,-116.172917,116.95,599.47,5.13
90802,93453,2024-09-07,MTZ Trucking LLC,import,33.745762,-118.208042,35.303925,-120.256566,158.59,750.81,4.73
90802,90010,2024-11-07,Alliance Specialized,import,33.745762,-118.208042,34.062148,-118.315889,22.7,364.35,16.05
90802,92840,2025-06-07,XPO Logistics,import,33.745762,-118.208042,33.787165,-117.931889,16.11,339.51,21.08
90802,90032,2024-10-30,XPO Logistics,import,33.745762,-118.208042,34.078294,-118.185785,23.0,355.66,15.47
90802,93442,2024-09-25,Ayden Transport,import,33.745762,-118.208042,35.401931,-120.799366,186.48,853.45,4.58
90802,91302,2025-01-03,J.B. Hunt Transport,import,33.745762,-118.208042,34.123305,-118.671025,37.19,393.66,10.59
90802,93238,2025-03-08,Hub Group,import,33.745762,-118.208042,35.957907,-118.558124,154.02,723.84,4.7
90802,92808,2024-08-23,Amazon Trucking,import,33.745762,-118.208042,33.856473,-117.740177,27.91,369.79,13.25
93551,90802,2025-06-24,Golden King Transport,export,34.604105,-118.239213,33.745762,-118.208042,59.29,462.11,7.79
92145,90802,2025-03-16,Schneider National,export,32.930554,-117.008063,33.745762,-118.208042,89.21,519.9,5.83
91910,90802,2025-07-31,CSC Logistics,export,32.637882,-117.058047,33.745762,-118.208042,101.32,604.42,5.97
90045,90802,2025-03-09,Pac Anchor Transportation,export,33.942143,-118.417309,33.745762,-118.208042,18.11,344.28,19.01
90802,90603,2024-09-12,J.B. Hunt Transport,import,33.745762,-118.208042,33.945555,-117.990719,18.59,338.88,18.23
90802,91980,2025-06-29,Total Distribution Service,import,33.745762,-118.208042,32.588866,-116.619171,121.71,649.37,5.34
90802,91324,2025-05-14,XPO Logistics,import,33.745762,-118.208042,34.238208,-118.55029,39.24,406.95,10.37
93444,90802,2025-06-12,Ape Express Trucking,export,35.037198,-120.504593,33.745762,-118.208042,158.33,798.51,5.04
90802,92325,2024-10-13,Hub Group,import,33.745762,-118.208042,34.243482,-117.281304,63.21,442.84,7.01
90802,91935,2025-06-06,On Time Truckers,import,33.745762,-118.208042,32.721918,-116.788204,108.26,593.9,5.49
92672,90802,2025-05-10,J.B. Hunt Transport,export,33.42411,-117.606775,33.745762,-118.208042,41.1,411.7,10.02
90802,90026,2024-10-14,J.B. Hunt Transport,import,33.745762,-118.208042,34.080017,-118.262643,23.29,356.51,15.31
90802,92661,2024-09-29,Alliance Specialized,import,33.745762,-118.208042,33.601984,-117.913001,19.65,353.24,17.98
90802,93287,2025-07-12,XPO Logistics,import,33.745762,-118.208042,35.697096,-118.935671,140.91,700.52,4.97
90802,92140,2024-09-17,Total Distribution Service,import,33.745762,-118.208042,32.739496,-117.197401,90.74,520.44,5.74
93311,90802,2025-04-28,C.H. Robinson,export,35.192404,-119.175866,33.745762,-118.208042,114.07,602.86,5.29
90802,92004,2024-12-01,Hub Group,import,33.745762,-118.208042,33.142077,-116.106046,128.07,617.2,4.82
90802,92602,2025-07-19,Gill Roadway Inc,import,33.745762,-118.208042,33.755632,-117.75152,26.22,383.17,14.62
90802,93218,2025-06-18,Alliance Specialized,import,33.745762,-118.208042,35.857141,-119.04493,153.31,772.0,5.04
91746,90802,2025-04-05,Hub Group,export,34.044416,-117.985366,33.745762,-118.208042,24.25,368.16,15.18
90802,93244,2024-12-07,Amazon Trucking,import,33.745762,-118.208042,36.488656,-118.998043,194.57,835.3,4.29
90802,91320,2025-02-27,C.H. Robinson,import,33.745762,-118.208042,34.175967,-118.945093,51.61,421.29,8.16
91915,90802,2024-11-05,Pac Anchor Transportation,export,32.623185,-116.949053,33.745762,-118.208042,106.3,562.49,5.29
90802,90280,2025-05-08,United Logistic Services Group,import,33.745762,-118.208042,33.944159,-118.192761,13.73,328.38,23.92
90802,92140,2025-05-16,Ape Express Trucking,import,33.745762,-118.208042,32.739496,-117.197401,90.74,556.16,6.13
90802,91741,2025-02-06,CSC Logistics,import,33.745762,-118.208042,34.156885,-117.841571,35.3,410.08,11.62
90802,93615,2025-02-09,C.H. Robinson,import,33.745762,-118.208042,36.503322,-119.286328,199.89,871.74,4.36
92130,90802,2025-06-26,J.B. Hunt Transport,export,32.945764,-117.214919,33.745762,-118.208042,79.57,501.02,6.3
90802,92282,2025-03-01,Avila Trucking LLC,import,33.745762,-118.208042,33.983423,-116.690751,88.52,537.45,6.07
90802,92106,2025-04-01,Schneider National,import,33.745762,-118.208042,32.709885,-117.237857,90.86,527.87,5.81
90802,91750,2025-02-27,J.B. Hunt Transport,import,33.745762,-118.208042,34.179642,-117.774311,38.91,396.3,10.18
90802,92584,2025-01-06,Schneider National,import,33.745762,-118.208042,33.652675,-117.173568,59.77,439.35,7.35
90802,93434,2025-06-10,Alliance Specialized,import,33.745762,-118.208042,34.906979,-120.582698,157.35,794.67,5.05
90802,93280,2025-04-08,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,35.652242,-119.4464,149.22,743.63,4.98
90802,93117,2024-10-24,Freight Horse Express,import,33.745762,-118.208042,34.479453,-120.084094,118.6,597.48,5.04
90802,92081,2025-05-23,JT Freight Trucking,import,33.745762,-118.208042,33.164332,-117.240291,68.7,480.89,7.0
90802,91739,2025-01-22,J.B. Hunt Transport,import,33.745762,-118.208042,34.172754,-117.521243,49.15,415.66,8.46
90802,91436,2025-03-10,XPO Logistics,import,33.745762,-118.208042,34.149588,-118.489708,32.21,385.16,11.96
90802,93422,2024-12-06,J.B. Hunt Transport,import,33.745762,-118.208042,35.465349,-120.689439,184.33,801.54,4.35
93522,90802,2025-06-01,Total Distribution Service,export,36.316298,-117.592333,33.745762,-118.208042,180.86,847.35,4.69
92064,90802,2024-08-19,Lectro Trucking,export,32.983606,-117.019035,33.745762,-118.208042,86.43,513.53,5.94
90802,90090,2025-06-01,All Harbor Transport LLC,import,33.745762,-118.208042,34.072862,-118.240989,22.66,373.28,16.47
90802,92276,2024-12-28,MTK Transportation,import,33.745762,-118.208042,33.82233,-116.364238,105.94,558.78,5.27
90802,92027,2025-02-18,Hub Group,import,33.745762,-118.208042,33.131156,-116.976997,82.65,491.41,5.95
92236,90802,2024-09-13,MTK Transportation,export,33.686143,-116.172917,33.745762,-118.208042,116.95,592.56,5.07
91765,90802,2025-07-10,J.B. Hunt Transport,export,33.98627,-117.821282,33.745762,-118.208042,27.7,383.12,13.83
90802,92117,2025-07-06,C.H. Robinson,import,33.745762,-118.208042,32.824569,-117.199521,86.22,528.94,6.13
93250,90802,2025-07-12,7 Star Logistics,export,35.665082,-119.197958,33.745762,-118.208042,143.94,730.36,5.07
90802,91911,2024-10-18,Ecology Auto Parts,import,33.745762,-118.208042,32.608185,-117.054512,103.02,552.16,5.36
90802,90029,2025-04-12,United Logistic Services Group,import,33.745762,-118.208042,34.089848,-118.294661,24.27,372.69,15.36
92586,90802,2024-11-21,J.B. Hunt Transport,export,33.708982,-117.198853,33.745762,-118.208042,58.01,427.51,7.37
90802,91356,2024-12-12,JYC Trucking LLC,import,33.745762,-118.208042,34.155097,-118.547553,34.31,388.53,11.33
90802,92617,2024-11-27,J.B. Hunt Transport,import,33.745762,-118.208042,33.642508,-117.841681,22.22,348.58,15.69
90802,91104,2025-03-05,DK Express,import,33.745762,-118.208042,34.165356,-118.123751,29.37,386.42,13.16
90802,92653,2025-03-20,Hub Group,import,33.745762,-118.208042,33.591216,-117.697621,31.21,382.72,12.26
90802,92543,2024-11-24,Dependable Highway Express,import,33.745762,-118.208042,33.6673,-116.963506,71.69,459.45,6.41
90802,90301,2025-08-06,Precision Worldwide Logistics,import,33.745762,-118.208042,33.956526,-118.358654,16.92,345.3,20.41
90802,93111,2025-06-16,C.H. Robinson,import,33.745762,-118.208042,34.449185,-119.804782,103.41,574.71,5.56
90802,93449,2024-11-24,Year-Round Enterprises,import,33.745762,-118.208042,35.165505,-120.655929,170.38,767.31,4.5
90802,92625,2024-12-20,Ecology Auto Parts,import,33.745762,-118.208042,33.601966,-117.864254,22.11,354.99,16.06
90802,92064,2025-03-09,Amazon Trucking,import,33.745762,-118.208042,32.983606,-117.019035,86.43,515.44,5.96
90802,93207,2024-12-07,Hub Group,import,33.745762,-118.208042,35.895294,-118.595627,150.03,683.48,4.56
90802,91759,2025-07-15,360 Global Transportation,import,33.745762,-118.208042,34.263636,-117.69947,46.11,435.37,9.44
90802,90278,2025-01-01,United Logistic Services Group,import,33.745762,-118.208042,33.873215,-118.370361,12.81,315.7,24.64
93313,90802,2025-01-16,Schneider National,export,35.163187,-119.046321,33.745762,-118.208042,108.88,572.87,5.26
90029,90802,2024-11-25,All Modal Transportation,export,34.089848,-118.294661,33.745762,-118.208042,24.27,365.94,15.08
90802,93312,2024-08-30,Freight Horse Express,import,33.745762,-118.208042,35.393477,-119.120456,125.03,624.76,5.0
90802,92376,2025-01-10,Amazon Trucking,import,33.745762,-118.208042,34.111605,-117.377406,53.87,429.62,7.97
